Asset Location,Asset IP Address,Asset Alternate IPv4 Addresses,Asset Names,Asset Risk Score,Asset OS Name,Vulnerability Title,Vulnerability PCI Compliance Status,Vulnerability CVSS Score,Vulnerability CVSSv3 Score,Vulnerability Description,Vulnerability ID,Service Port,Vulnerability Solution,Vulnerability Proof,Vulnerability Published Date,Vulnerable Since,Vulnerability Age,Vulnerability CVE IDs,Vulnerability CVE URLs
Des Moines,10.10.1.147,,"l1paavc01.eservices.coop.org,l1pwavc01.corp.coop.org.domaindnszones.corp.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21434)",Fail,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N).",jre-vuln-cve-2022-21434,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-05-29,15 Days,CVE-2022-21434,http://nvd.nist.gov/vuln/detail/CVE-2022-21434
Des Moines,10.10.1.147,,"l1paavc01.eservices.coop.org,l1pwavc01.corp.coop.org.domaindnszones.corp.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21426)",Pass,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: JAXP). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21426,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-05-29,15 Days,CVE-2022-21426,http://nvd.nist.gov/vuln/detail/CVE-2022-21426
Des Moines,10.10.1.147,,"l1paavc01.eservices.coop.org,l1pwavc01.corp.coop.org.domaindnszones.corp.coop.org","3,584",Red Hat Enterprise Linux,Files or directories with no real owner or group,Pass,1.9,0.0,"One or more files or directories without a real owner or group were found on the system. Files and directories have an owner id and group id associated with them. It is possible for a file's owner id or group id to NOT correspond to a real user (in /etc/passwd) or real group (in /etc/group). This can happen when files are owned by users or groups that have been deleted. It can also happen when .tar files from other systems are extracted with certain options. The danger of having a file or directory owned by a non-existent user or group id is that someday, that user or group id could be assigned to a newly created user or group, members of which would be automatically able to access the file.",unix-unowned-files-or-dirs,0,"Delete the file or assign to owner


For each un-owned file or directory on the system, either delete it or ""chown"" it to a real user and/or group. You can use the following command to find unowned files or directories:

find / -nouser -o -nogroup","The following un-owned files were found.
 * /home/svcavcpweb (drwxr-x---)

 * /home/svcavcpweb/.bash_logout (-rw-r--r--)

 * /home/svcavcpweb/.bash_profile (-rw-r--r--)

 * /home/svcavcpweb/.bashrc (-rw-r--r--)

 * /var/spool/mail/svcavcpweb (-rw-rw----)",2005-01-15,2022-05-29,15 Days,,
Des Moines,10.10.4.87,,"l1pwavc01.corp.coop.ort.corp.coop.org.domaindnszones.corp.coop.org,l1pwavc01.eservices.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21449)",Fail,5.0,7.5,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 17.0.2 and 18; Oracle GraalVM Enterprise Edition: 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 7.5 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N).",jre-vuln-cve-2022-21449,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-05-29,15 Days,CVE-2022-21449,http://nvd.nist.gov/vuln/detail/CVE-2022-21449
Des Moines,10.10.4.87,,"l1pwavc01.corp.coop.ort.corp.coop.org.domaindnszones.corp.coop.org,l1pwavc01.eservices.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21443)",Pass,4.3,3.7,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 3.7 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21443,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-05-29,15 Days,CVE-2022-21443,http://nvd.nist.gov/vuln/detail/CVE-2022-21443
Des Moines,10.10.4.87,,"l1pwavc01.corp.coop.ort.corp.coop.org.domaindnszones.corp.coop.org,l1pwavc01.eservices.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21476)",Fail,5.0,7.5,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 7.5 (Confidentiality impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N).",jre-vuln-cve-2022-21476,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-05-29,15 Days,CVE-2022-21476,http://nvd.nist.gov/vuln/detail/CVE-2022-21476
Des Moines,10.10.4.87,,"l1pwavc01.corp.coop.ort.corp.coop.org.domaindnszones.corp.coop.org,l1pwavc01.eservices.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21496)",Fail,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: JNDI). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N).",jre-vuln-cve-2022-21496,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-05-29,15 Days,CVE-2022-21496,http://nvd.nist.gov/vuln/detail/CVE-2022-21496
Des Moines,10.10.4.87,,"l1pwavc01.corp.coop.ort.corp.coop.org.domaindnszones.corp.coop.org,l1pwavc01.eservices.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21434)",Fail,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N).",jre-vuln-cve-2022-21434,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-05-29,15 Days,CVE-2022-21434,http://nvd.nist.gov/vuln/detail/CVE-2022-21434
Des Moines,10.10.4.87,,"l1pwavc01.corp.coop.ort.corp.coop.org.domaindnszones.corp.coop.org,l1pwavc01.eservices.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21426)",Pass,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: JAXP). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21426,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-05-29,15 Days,CVE-2022-21426,http://nvd.nist.gov/vuln/detail/CVE-2022-21426
Des Moines,10.10.4.87,,"l1pwavc01.corp.coop.ort.corp.coop.org.domaindnszones.corp.coop.org,l1pwavc01.eservices.coop.org","3,584",Red Hat Enterprise Linux,Partition Mounting Weakness,Pass,1.9,0.0,"One or more of the system's partitions are mounted without certain hardening options enabled. While this is not a definite vulnerability on its own, system security may be improved by employing hardening techniques.",unix-partition-mounting-weakness,0,"Partition Mounting Weakness


The specific way to modify the partition mount options varies from system to system. Consult your operating system's manual or mount man page.",The following issues were discovered: /tmp partition does not have 'noexec' option set. /var/lib/nfs/rpc_pipefs partition does not have 'nodev' option set. /opt/app/avc/share/OD-WEB partition does not have 'nodev' option set.,2005-01-15,2022-05-29,15 Days,,
Des Moines,10.10.1.148,,"l1paavc02.corp.coop.org.domaindnszones.corp.coop.org,l1paavc02.eservices.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21449)",Fail,5.0,7.5,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 17.0.2 and 18; Oracle GraalVM Enterprise Edition: 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 7.5 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N).",jre-vuln-cve-2022-21449,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-06-05,8 Days,CVE-2022-21449,http://nvd.nist.gov/vuln/detail/CVE-2022-21449
Des Moines,10.10.1.148,,"l1paavc02.corp.coop.org.domaindnszones.corp.coop.org,l1paavc02.eservices.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21443)",Pass,4.3,3.7,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 3.7 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21443,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-06-05,8 Days,CVE-2022-21443,http://nvd.nist.gov/vuln/detail/CVE-2022-21443
Des Moines,10.10.1.148,,"l1paavc02.corp.coop.org.domaindnszones.corp.coop.org,l1paavc02.eservices.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21476)",Fail,5.0,7.5,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 7.5 (Confidentiality impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N).",jre-vuln-cve-2022-21476,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-06-05,8 Days,CVE-2022-21476,http://nvd.nist.gov/vuln/detail/CVE-2022-21476
Des Moines,10.10.1.148,,"l1paavc02.corp.coop.org.domaindnszones.corp.coop.org,l1paavc02.eservices.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21496)",Fail,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: JNDI). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N).",jre-vuln-cve-2022-21496,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-06-05,8 Days,CVE-2022-21496,http://nvd.nist.gov/vuln/detail/CVE-2022-21496
Des Moines,10.10.1.148,,"l1paavc02.corp.coop.org.domaindnszones.corp.coop.org,l1paavc02.eservices.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21434)",Fail,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N).",jre-vuln-cve-2022-21434,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-06-05,8 Days,CVE-2022-21434,http://nvd.nist.gov/vuln/detail/CVE-2022-21434
Des Moines,10.10.1.148,,"l1paavc02.corp.coop.org.domaindnszones.corp.coop.org,l1paavc02.eservices.coop.org","3,584",Red Hat Enterprise Linux,"Java CPU April 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21426)",Pass,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: JAXP). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21426,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.321 (/usr/java/jdk1.8.0_321-amd64/jre/lib/rt.jar)",2022-04-19,2022-06-05,8 Days,CVE-2022-21426,http://nvd.nist.gov/vuln/detail/CVE-2022-21426
Des Moines,10.10.1.148,,"l1paavc02.corp.coop.org.domaindnszones.corp.coop.org,l1paavc02.eservices.coop.org","3,584",Red Hat Enterprise Linux,Files or directories with no real owner or group,Pass,1.9,0.0,"One or more files or directories without a real owner or group were found on the system. Files and directories have an owner id and group id associated with them. It is possible for a file's owner id or group id to NOT correspond to a real user (in /etc/passwd) or real group (in /etc/group). This can happen when files are owned by users or groups that have been deleted. It can also happen when .tar files from other systems are extracted with certain options. The danger of having a file or directory owned by a non-existent user or group id is that someday, that user or group id could be assigned to a newly created user or group, members of which would be automatically able to access the file.",unix-unowned-files-or-dirs,0,"Delete the file or assign to owner


For each un-owned file or directory on the system, either delete it or ""chown"" it to a real user and/or group. You can use the following command to find unowned files or directories:

find / -nouser -o -nogroup","The following un-owned files were found.
 * /home/svcavcpweb (drwxr-x---)

 * /home/svcavcpweb/.bash_logout (-rw-r--r--)

 * /home/svcavcpweb/.bash_profile (-rw-r--r--)

 * /home/svcavcpweb/.bashrc (-rw-r--r--)

 * /var/spool/mail/svcavcpweb (-rw-rw----)",2005-01-15,2022-06-05,8 Days,,
